forest_type,mean_biomass,median_biomass,mean_severity,median_severity,q25_biomass,q75_biomass,var_biomass,skew_biomass,kurt_biomass,p_normality,n_pixels,hex_ID
3,62.4,60,-3367.076123046875,-3070.8271484375,41.75,82.75,682.4888888888889,0.15512903692827992,-1.001862881019892,0.7882398821108924,10,2022
1,45.18181818181818,39,-4017.26357199929,-4038.527099609375,27,42.5,1170.5636363636363,2.656159081369611,7.721371525415815,3.237658396532954e-4,11,2022
2,58.470588235294116,50,-4013.3006232766543,-4070.592529296875,36,73,1078.264705882353,0.6422451045645025,-0.27602006302788,0.490716280923208,17,2022
3,72.42857142857143,30,-3866.4993722098216,-4108.69189453125,22.5,127.5,4732.952380952381,0.6767778003957945,-1.7276364905029538,NA,7,2023
1,63.127272727272725,42,-2816.5750266335226,-2535.3203125,29.5,84.5,2500.0760942760944,1.2032334287795734,0.3809634579519453,2.162564536165745e-8,55,2023
2,NA,30,-3523.6025390625,-3523.6025390625,30,30,NA,NA,NA,NA,1,2023
1,88.36363636363636,80,-4389.824884588068,-4859.79052734375,64,99,1337.2545454545455,1.3615801870480495,2.5888844769988832,0.25233491664123575,11,2024
3,NA,134,-3478.463134765625,-3478.463134765625,134,134,NA,NA,NA,NA,1,2024
1,84.20338983050847,89,-3728.303971630032,-3718.3134765625,53,110.5,1284.4751607247224,0.06712564531746329,-0.8563823006930514,0.17511424305957668,59,2025
2,41.1,34,-4521.899560546875,-4493.220703125,20,61,669.8777777777777,0.4352596247902673,-1.504393406647234,0.19302449665896945,10,2025
3,NA,80.5,-3636.89013671875,-3636.89013671875,65.75,95.25,NA,NA,NA,NA,2,2025
1,96.976,100,-2097.1529375,-1989.618896484375,69,115,1648.5074838709677,0.41444643547796234,0.7315628930144507,0.004678137125353661,125,2026
3,139.5,138.5,-2238.2533656529017,-1978.3876342773438,122.25,162.25,2062.423076923077,-0.4161200361348989,0.021954303778002716,0.4324570303976309,14,2026
2,NA,98.5,-3069.0645141601562,-3069.0645141601562,72.75,124.25,NA,NA,NA,NA,2,2026
1,48.06896551724138,33,-2025.3344347723598,-1955.381591796875,16,74,1775.9950738916257,1.110191703575542,0.2679612170945853,4.49442101147442e-4,29,2027
3,45.666666666666664,33.5,-2038.8341267903645,-2010.38623046875,27,39.25,1957.0666666666666,2.080347217233985,4.7892619701954215,NA,6,2027
2,49.1764705882353,34,-2220.2703642003676,-2141.75390625,23,62,913.9044117647059,0.673543680991602,-0.9938185594004608,0.023732780156060035,17,2027
2,NA,67.5,-3668.389404296875,-3668.389404296875,44.25,90.75,NA,NA,NA,NA,2,2028
1,53.5,58.5,-1578.4162292480469,-1308.2498779296875,47,65,475,-1.2325662165003652,1.9711024930747927,NA,4,2028
3,NA,43,-3594.14892578125,-3594.14892578125,43,43,NA,NA,NA,NA,1,2028
2,86.38461538461539,87,-2060.9077035757214,-2093.564208984375,66,109,814.2403846153846,-0.21830739565344298,-0.6284060064200313,0.6887523006984322,65,2029
3,72.38888888888889,58,-2152.3219943576387,-2109.6229248046875,45.5,101.75,2095.4281045751636,0.6394685524893216,-0.4440054233333787,0.15688258747116982,18,2029
1,60.666666666666664,63,-1638.6863606770833,-1668.3279418945312,46.5,74.25,465.06666666666666,-0.24116549483865632,-1.1600703148014684,NA,6,2029
1,33.92248062015504,22,-2526.791755617127,-2497.806396484375,14,50,740.6189437984497,1.0536418510820624,-0.24516032916000377,4.591172036939321e-22,129,2030
3,75.33333333333333,73,-2611.7816162109375,-2378.6358642578125,69.5,84,141.46666666666667,0.13201781875697366,-0.9368662395033941,NA,6,2030
2,66.57142857142857,64,-2180.656895228795,-2131.64306640625,53.5,78,379.2857142857143,0.5521477440899224,-1.0651336603289117,NA,7,2030
1,32.853658536585364,25.5,-3048.890544240068,-2597.4927978515625,6.75,46.25,1036.7637288642825,1.1407059368868813,0.48114386517989055,1.976964943692273e-18,164,2031
2,30.95,19.5,-2912.4756774902344,-2512.2781982421875,2,42,1444.2605263157895,1.4637824025231179,1.3170607674463013,2.626360023687506e-4,20,2031
3,39.95238095238095,22,-3060.1851632254466,-2527.1162109375,7,58,1735.647619047619,0.9682566682064917,-0.6914136179321316,1.2503541127757516e-4,21,2031
2,31.61904761904762,24,-3348.9220086960568,-3242.206298828125,6,45,1027.647619047619,0.9775856471168382,-0.2705413037713726,0.003308172600026085,21,2032
3,40.132075471698116,36,-2687.777061606353,-2366.758056640625,16,56,899.3091436865021,0.7728935717148716,0.17366166066455846,0.029055389768616758,53,2032
1,49.225563909774436,46,-2133.7878294062793,-1788.356201171875,23,72,976.7366142629301,0.37997307362113786,-0.8099091675568942,0.001995115051969152,133,2032
1,29.785714285714285,22,-3038.356471470424,-2892.64892578125,8,50.5,580.9505494505495,0.5508477713039722,-1.3781307397418237,0.048727846167850336,14,2034
3,NA,61,-3479.2841796875,-3479.2841796875,61,61,NA,NA,NA,NA,1,2034
2,66.5,67.5,-2171.8901977539062,-2187.443115234375,63.75,70.25,25.666666666666668,-0.7382730707081043,-1.608028335301063,NA,4,2034
1,62.41891891891892,75.5,-4570.238541886613,-4824.994384765625,37.75,88,1072.7399111440207,-0.7130689014809689,-1.0352140325740216,1.039564582779036e-10,74,2035
2,78.66666666666667,92.5,-2830.9034016927085,-2827.4197998046875,72.25,97,926.2666666666667,-1.7042759918194867,2.5646640631324735,NA,6,2035
3,70.5,70.5,-3529.3735961914062,-3670.43505859375,60.75,86.5,442.72222222222223,-0.536795926428046,-0.6331003156925464,0.6059608776700416,10,2035
1,65.27272727272727,60.5,-3888.5098710493608,-3742.5782470703125,32,99,1757.82683982684,0.22885527860330052,-1.3050039635466353,0.14583457235851557,22,2036
3,19.666666666666668,12,-4672.754475911458,-4621.9500732421875,12,28.5,213.46666666666667,0.9791629426599283,-1.0848427415563584,NA,6,2036
2,19.22222222222222,16,-4728.165608723958,-4446.1591796875,2,31,329.69444444444446,0.815260724230449,-0.33231694756351005,0.28710331833112823,9,2036
1,68.41176470588235,61,-2344.7006548713234,-2165.38623046875,45,73,1459.6323529411766,1.8370061394431123,3.2253879974474997,0.0010666458603814013,17,2039
3,78,73.5,-2815.0806274414062,-2298.9398193359375,63,88.5,508.6666666666667,0.9068812548724704,-0.18816958649464244,NA,4,2039
2,71.22222222222223,71,-2449.9377712673613,-2501.15576171875,45,86,1006.6944444444445,0.5047565027667956,-0.978496073709192,0.5370948031669797,9,2039
2,67.02173913043478,62.5,-2377.4478361710258,-2122.3919677734375,43.75,87,1053.8017200191114,0.9847068934199327,1.488245449801841,0.012549108103495901,92,2040
3,66.9342105263158,60.5,-2720.2249113384046,-2537.692626953125,47,75.5,1151.6356140350877,1.7649799752961897,3.6514186449539174,1.989721904338909e-8,76,2040
1,85.54651162790698,79.5,-3433.3167525890262,-3487.9276123046875,47.25,119.25,2065.521340629275,0.5246839429826066,-0.8451141101126676,2.0545199375532762e-4,86,2040
3,71.08333333333333,62.5,-2730.6649780273438,-2803.44677734375,38.5,96,1777.2101449275362,0.4902066645218127,-0.6400351397971188,0.3020438109777592,24,2041
1,137.28682170542635,147,-3238.809987622638,-3176.17529296875,88,187,3414.3155281007753,-0.44538748594918065,-0.9464398895614773,8.136214982544041e-6,129,2041
2,66.48,59,-2903.0009130859376,-2697.795654296875,44,88,799.26,0.9709743137548068,0.27435921232879096,0.01673527759102397,25,2041
1,159.3910891089109,165.5,-3791.612441261216,-3827.2421875,136,192,2048.836338111423,-0.635923677573306,-0.015604040079874159,8.637427328141437e-5,202,2042
3,158.57142857142858,179,-3177.1179547991073,-3371.992431640625,120.5,192,3575.285714285714,-0.4913803212407387,-0.8865547382479371,NA,7,2042
2,NA,227,-2993.985107421875,-2993.985107421875,227,227,NA,NA,NA,NA,1,2042
2,54.666666666666664,61,-5345.762044270833,-5411.29296875,50.5,62,162.33333333333334,-1.684160495008126,NA,NA,3,2043
3,NA,95,-4250.22412109375,-4250.22412109375,95,95,NA,NA,NA,NA,1,2043
3,65,66,-2978.016455078125,-3027.672607421875,50,82,1033,-0.18478388119777753,-0.1421690224526723,NA,5,2044
2,59.107142857142854,47,-4208.298649379185,-4085.0091552734375,39,69.25,873.0621693121693,1.430759762772392,1.4042925994503588,1.47935726774288e-4,28,2044
1,61.4,72,-3052.198291015625,-3455.87158203125,26,83,1181.3,-0.19726937903139175,-2.6117086785310257,NA,5,2044
2,69.72222222222223,61,-4002.6337687174478,-4179.49609375,35.75,89.25,2547.5837245696403,1.6451058142041826,4.658016416767372,4.464535408313588e-4,72,2045
3,111.12162162162163,94,-3693.8447842984588,-3439.7711181640625,56.25,165.25,5936.327471306923,0.39981509573237234,-1.0079271190040637,7.193298652158994e-4,74,2045
1,124.13333333333334,119,-3236.6881554805873,-3079.252197265625,69,175,4795.945528455284,0.5781940682708644,-0.3051362474687789,2.382495811858562e-4,165,2045
2,56.42028985507246,42.5,-3802.327937471694,-3815.3138427734375,22,78,2095.2190777338606,1.3502761442488338,1.9277540086369567,1.3297751382787713e-20,276,2046
3,92.65116279069767,86,-3411.5877515216207,-3263.3323974609375,49.25,129,2816.276880984952,0.5827746725080813,0.08451770156901293,0.07776527811785817,86,2046
1,105.53191489361703,88,-3376.125421618739,-3121.2685546875,61,148,3760.822188449848,0.5069369398895128,-0.5800181326026357,5.38089497656306e-5,141,2046
1,72.42857142857143,68.5,-2901.773424421038,-2453.230224609375,41.75,95.5,1461.122077922078,0.8766255664888727,1.3535958351253385,0.11350742378276053,56,2047
2,49.67213114754098,45,-3038.1668360975923,-2847.129638671875,27,66,912.924043715847,1.5777283623966893,3.148576405791935,2.719614527764842e-5,61,2047
3,67.5,69,-2816.3124084472656,-2885.2838134765625,60.5,76,331.6666666666667,-0.47183713803586025,1.1058508623519603,NA,4,2047
1,72.78260869565217,67,-2891.0860287873643,-2588.085205078125,55,92,939.8909229595729,0.3449983880119507,-0.07193444327162855,0.11660674822198451,115,2048
2,45.55045871559633,36,-2844.567808378727,-2717.210693359375,28,50,818.4904858987428,2.3894880565593946,7.714613921034446,1.5105288806769321e-15,109,2048
3,81.58333333333333,84,-2984.633763631185,-3065.5916748046875,60,104.25,866.9492753623189,-0.18870442128536755,-1.235781177063977,0.26663166967108853,24,2048
2,53.68421052631579,30,-3759.5367945620887,-3544.679931640625,16.25,62.25,3764.6002844950212,2.1368823617607378,4.188327841024571,1.2056355542110888e-9,38,2049
3,113.11111111111111,142,-2867.623277452257,-3467.10498046875,88,149,3875.1111111111113,-0.9884777934737228,-0.44521730828243833,0.08259411513351296,9,2049
1,73.20224719101124,69,-3274.9517589097613,-3296.0703125,40,97,1455.6404494382023,0.8056195230395101,0.3892170399971471,0.003697031404093262,89,2049
1,37.903225806451616,31,-3381.9109280493954,-3239.657470703125,15.5,53,872.6903225806452,1.298313536236379,1.9642339341725277,0.02406433113868741,31,2050
2,43,41,-2922.190241887019,-2788.9384765625,35,47,231.66666666666666,0.7172476197773348,1.1965893352028647,0.29176603971740667,13,2050
3,79.83333333333333,79.5,-3273.5204264322915,-2945.74169921875,50.25,107.25,1315.7666666666667,0.06577625022300297,-1.9970875191806507,NA,6,2050
1,84.816091954023,89,-2920.4569281216327,-2727.308837890625,54,113,1448.0237857949637,0.08036050713698786,-0.7827114316241711,0.021646817369880812,174,2051
2,53.166666666666664,40,-3468.2271796332466,-3657.716552734375,29.75,59.5,2106.735294117647,2.0777236783684043,4.686062118546525,4.6686976088521244e-4,18,2051
3,100.33333333333333,95,-3246.0177001953125,-3222.68896484375,59.25,121,3284.266666666667,0.8441893275292043,0.593544407092342,NA,6,2051
1,70.33684210526316,57,-3422.5634380139804,-3191.13916015625,34,102.5,2322.2683090705486,0.6059951071678423,-0.6602401385756587,1.8414853300939348e-5,95,2052
2,50.70886075949367,43,-3725.2168725894976,-3500.392333984375,22,73,1309.5423563777995,0.7832398244732318,-0.15998766758115365,3.894871030297567e-4,79,2052
3,52.523809523809526,53,-3835.193086170015,-3988.910888671875,24,90,1607.2619047619048,0.39800737644234063,-0.591968839273423,0.41580561222143797,21,2052
3,31.11111111111111,21,-2931.418999565972,-3048.660888671875,14,50,538.3611111111111,0.9278113492078282,-0.610900718279039,0.06352576460675516,9,2053
1,41.421052631578945,41,-3868.1823516310305,-3868.682373046875,21,60,598.6766917293234,0.3495599079058314,-0.6523261024228275,0.1767697052288551,57,2053
2,33.59090909090909,27.5,-3720.615878018466,-3698.7989501953125,14.5,37,607.7770562770563,0.9019259549610134,-0.17359478434957792,0.01869357253725818,22,2053
3,74.91666666666667,64.5,-2924.7817586263022,-2492.19580078125,38.75,105.5,2442.4469696969695,0.494037583774013,-0.9045467332846613,0.4949901926391433,12,2054
2,55.3,50.5,-3770.0777893066406,-4220.951171875,18.75,70.75,2153.0358974358974,1.078372413247007,0.7831159461244832,0.005691349720933793,40,2054
1,78.5625,84,-2777.285817464193,-2569.6051025390625,32.75,116.25,2023.8683510638298,-0.18490928283014607,-1.3159461444073786,0.005057300933349539,48,2054
1,41.33673469387755,36,-2909.085741938377,-2798.9674072265625,20.25,58.75,805.0710077845571,1.083367486641456,1.7369925267546578,0.0023876608090558473,98,2055
2,55.895833333333336,57.5,-3501.354418436686,-3244.413818359375,27.5,75.75,1385.7548758865248,0.5634052565654711,-0.17710522254325933,0.11339701289469377,48,2055
3,47.55555555555556,54,-2562.792236328125,-2672.435302734375,29,65,348.02777777777777,-0.09012473287151147,-2.2898379375460713,0.03945600802632312,9,2055
3,47,47.5,-3235.1253051757812,-3075.653076171875,25.25,75.5,1037.7333333333333,0.17700755042017097,-1.2741208035439875,0.360072340586282,16,2056
1,50.064935064935064,42,-3014.268546760856,-2879.895263671875,22,70,1581.4036226930964,1.5621525487666517,3.3234862104327987,1.2298397255731836e-5,77,2056
2,48.95238095238095,51,-4007.2390892392114,-4122.09521484375,20,63,840.1476190476191,0.6676790251362169,-0.4325810727800823,0.07428013081127488,21,2056
2,46.08571428571429,40,-4058.4011858258928,-4293.013671875,20.5,59.5,920.7865546218487,0.8636836441455074,-0.44806073290202103,6.351334671499447e-4,35,2057
1,58.69230769230769,58,-3015.739469088041,-2938.4554443359375,37.75,74.5,555.6615384615385,0.26594772615162526,-1.0044339910654643,0.41124143525395657,26,2057
3,52,53.5,-3693.091267903646,-3215.670654296875,47.75,56.25,53.6,-0.5229138826404524,-0.6119124526620626,NA,6,2057
1,77,67,-2759.731447909741,-2657.31689453125,48.5,98,1575.1739130434783,0.6786552789164365,-0.04060472690885733,0.08594041648659315,47,2058
2,95.80952380952381,99,-3221.314650762649,-3410.681640625,59,130,1405.0619047619048,-0.2739215474859192,-1.1610952668654355,0.11886472978078375,21,2058
3,104,94.5,-2743.6777404785157,-2260.7647705078125,73.5,144.25,1852.5263157894738,0.4994862691705546,-0.9923477117960069,0.10127868927219148,20,2058
2,109.44285714285714,108.5,-2719.1994245256697,-2587.8314208984375,83,140,1681.8155279503105,-0.05320343263854138,-0.6055076186976578,0.8201248842824569,70,2059
1,97.98487712665407,94,-2485.9977577368118,-2445.50634765625,62,129,2033.5565890473736,0.32327876005965,-0.6525191085386324,1.9849771866148735e-7,529,2059
3,100.56626506024097,103.5,-2587.6723573983436,-2547.3585205078125,68,129.5,1506.1380065717415,0.1947203002116863,-0.6675959960508522,0.026138946474312922,166,2059
1,88.53982300884955,65,-3070.4875736742947,-2775.06982421875,43,126,3655.1970606826803,1.0246152954221486,0.09675577410527177,1.5741832741754731e-12,113,2060
3,127.37837837837837,123,-3188.733777845228,-3112.74365234375,82,174,3092.5195195195197,0.22034159336925674,-0.8632184749058125,0.302770078227865,37,2060
2,86.51851851851852,78,-3085.9492684823495,-3011.6748046875,36,116.5,4179.490028490029,1.0558058417862826,0.4926082837577823,0.01595835832604474,27,2060
3,83.91666666666667,86,-2427.0159708658853,-2323.5069580078125,56.75,109.75,2053.1742424242425,-0.01751953812665239,0.15962486101165146,0.85205410045696794,12,2061
1,113.2,112.5,-2217.9681225585937,-2199.9239501953125,90.5,139.25,1538.4897959183672,0.01824117470607946,-0.035055741637872284,0.9964240882537616,50,2061
2,95.4,99.5,-2641.7675354003904,-2477.772705078125,78.25,110.75,400.2526315789474,-0.5361078176719696,-0.9647325330083442,0.13658986638202894,20,2061
1,103.97058823529412,102,-4109.313648897059,-4075.3284912109375,84.25,117,698.9385026737968,0.8143933970802432,0.666884735866455,0.18916036032772213,34,2062
3,130.57142857142858,133,-3734.3919852120534,-3539.854248046875,112.5,157.5,1394.2857142857142,-0.7185369330093857,0.06708805596613984,NA,7,2062
2,153.66666666666666,169,-3849.4115397135415,-3830.772705078125,140,175,1401.3333333333333,-1.5339747973643825,NA,NA,3,2062
1,108.83823529411765,112.5,-3434.3830422794117,-3296.0908203125,78.75,135.25,1384.1376207199298,0.0043019777220154,-0.582973105773437,0.41519265916835335,68,2063
3,73.33333333333333,77,-3137.3033854166665,-2419.228515625,61,87.5,712.3333333333334,-0.6065507988592965,NA,NA,3,2063
1,55.21052631578947,31,-2034.4757165741503,-1890.0994873046875,10,111,2377.597744360902,0.44739992634940334,-1.5612315188450678,4.5248389876432697e-10,57,2064
3,42.191489361702125,27,-1981.828841838431,-1911.3326416015625,16.5,51.5,2065.810360777058,2.1961266731783167,4.366872618341478,2.1252006260053316e-13,47,2064
2,126.67164179104478,144,-2551.634472291861,-2732.3642578125,62.5,190,4302.860244233379,-0.2631939250367006,-1.5464651510529843,1.0903410276153657e-7,67,2064
1,32.05882352941177,24,-2037.0683557846967,-1957.9854125976562,12.25,49,662.3600713012478,1.0359186369858766,0.735930847755218,0.012057611249643376,34,2065
3,46.25806451612903,46,-1964.0111950289818,-1900.3621826171875,27.5,55.5,648.1311827956989,0.8326633191957475,0.8690879166744748,0.25782920218599215,31,2065
2,59.08,60.5,-2420.1743676757815,-2086.4603271484375,27,81.75,1096.4424489795917,0.23149171968437096,-0.8919147534886782,0.1338325382112671,50,2065
2,71.07317073170732,73,-2367.1159891268103,-2345.2864990234375,50,90.25,821.4019873532069,-0.027208292147799053,-0.5916242869363272,0.2751510280828831,82,2066
1,32.88461538461539,22.5,-3317.360130896935,-2943.0096435546875,9.5,50.25,882.0648567119156,1.0867294082410774,0.35157042428922775,1.0674136768145576e-5,52,2066
3,49.5945945945946,49,-2742.015879038218,-2328.12158203125,36,61,630.8033033033033,0.4580722914021647,0.9066782590395515,0.3067889208662796,37,2066
2,58.3921568627451,58,-2313.8919581992955,-2216.245361328125,41.5,76,578.0431372549019,-0.10506050107728855,-0.8442285350050401,0.3051585519216118,51,2067
1,46.33125,40.5,-2948.617674255371,-2941.42041015625,18.75,69.25,1046.2229166666666,0.7267133420339595,0.05421476665222375,9.116420480352268e-7,160,2067
3,41.89473684210526,34,-2730.625359786184,-2499.54248046875,20.5,55,580.2105263157895,0.68535075934769,-0.41829529209721295,0.2170219459928316,19,2067
1,34.527027027027025,30,-3250.976300213788,-3235.25830078125,18,44.75,557.0472047389856,1.1417341143435173,0.7566064853399772,2.876239806182926e-6,74,2068
3,48,45,-3078.3101806640625,-3051.6329345703125,37.25,63.25,456.4,-0.014030322175632,-0.9407983525375974,NA,6,2068
2,NA,56,-2689.87548828125,-2689.87548828125,51,61,NA,NA,NA,NA,2,2068
1,26.734335839598998,19,-2560.7038500792996,-2365.06298828125,7,40,623.7131648216017,1.5548594848816133,2.8629742796570388,3.7e-24,399,2069
3,21.135593220338983,13,-2404.6835130594545,-2049.69775390625,6.5,25,577.1881940385739,2.772561740179867,10.510377376558766,2.6105180423697704e-10,59,2069
2,18.675675675675677,15,-3030.727159654772,-2402.1005859375,8,24,280.2807807807808,1.7597265573127958,3.905817709480578,6.966104930186956e-4,37,2069
1,60.973076923076924,58.5,-2378.5637385441705,-1786.1827392578125,20,96.5,1719.2849866349866,0.15344946909356066,-1.3317830667740775,1.315680151203969e-13,260,2070
3,59.964285714285715,47,-1845.6884991782051,-1782.8046264648438,24.75,102.25,1788.7554697554697,0.4392010401187784,-1.2132124635326347,4.11025872737281e-9,112,2070
2,69.21176470588236,69,-1854.7168722713695,-1772.3609619140625,41,99,1297.6927170868348,0.009656348248661876,-0.9005671156246496,0.09087238024737801,85,2070
3,NA,110,-1547.0419921875,-1547.0419921875,103.5,116.5,NA,NA,NA,NA,2,2071
2,NA,96.5,-1381.627685546875,-1381.627685546875,90.75,102.25,NA,NA,NA,NA,2,2071
1,NA,28,-5346.9765625,-5346.9765625,28,28,NA,NA,NA,NA,1,2072
1,88.6086956521739,94,-4508.56202233356,-4416.07763671875,87.5,96.5,174.61264822134387,-1.822445505790871,2.3919652645745586,5.116415790287308e-7,23,2074
3,NA,91,-4375.515625,-4375.515625,91,91,NA,NA,NA,NA,1,2074
1,69.76923076923077,55,-4013.0235877403848,-4056.45458984375,39,98,1244.8589743589744,0.5567417356346067,-1.3891360420525212,0.05745530180909821,13,2076
3,14,15.5,-3358.3635864257812,-2973.2799072265625,11.5,18,52.666666666666664,-1.0988680392532175,1.5,NA,4,2076
2,27.666666666666668,12,-2906.9663899739585,-2614.239990234375,12,35.5,736.3333333333334,1.7320508075688767,NA,NA,3,2076
3,97.11764705882354,93,-2856.146484375,-2708.663330078125,79,114,933.2352941176471,-0.3433029007359526,0.8311070201513863,0.6445557372805786,17,2077
1,67.875,75.5,-2940.2067108154297,-2754.1942138671875,21.75,103.5,2387.1833333333334,0.09943467543943954,-1.5858743853833681,0.11292962535425616,16,2077
2,130.91666666666666,131.5,-2473.860036214193,-2301.4573974609375,107.5,157.75,1262.1666666666667,-0.38679457517497257,0.40341046084686394,0.703015561219372,24,2077
1,78,110,-2956.56640625,-2787.2109375,60,112,3472,-1.723075593100523,NA,NA,3,2078
3,80.01941747572816,84,-2376.514003716626,-2255.751708984375,59,97.5,802.548638873025,-0.2384175080590388,-0.32499260200600394,0.16602457399600704,103,2079
1,72.23913043478261,73.5,-2895.8652250870414,-2540.073974609375,46.25,95.25,1111.0850453893931,0.06536583686844284,-0.7193246865269589,0.5600652439708,92,2079
2,92.8780487804878,98,-1988.1396047700712,-1878.5703125,83,107.5,528.8456617353058,-1.3137213826373224,2.559775145657186,3.3140907072452487e-7,123,2079
2,62.69444444444444,57,-3031.2897033691406,-2861.915771484375,34.75,88,1319.4304584304584,0.5611394782103222,-0.464312851978303,1.0077492458440078e-4,144,2080
3,69.97142857142858,66.5,-2911.155735560826,-2685.7427978515625,43.5,93.5,1173.1296066252587,0.2561234906868685,-0.629747253093306,0.20550235248581647,70,2080
1,67.70491803278688,64,-2849.4203161020746,-2701.630615234375,42,84,1321.611475409836,0.577926734621238,-0.1708790165866403,0.06314732403952066,61,2080
2,84.8125,74.5,-3077.0223655700684,-2780.822509765625,45.5,125.5,2669.2540322580644,0.45078653604006935,-0.9542139338553315,0.07958711011671865,32,2081
3,80.92307692307692,52,-2950.4243977864585,-2929.224365234375,38,134,3424.7044534412958,0.7355901397869318,-1.0089974496445986,2.765317169602732e-6,39,2081
1,78.125,78,-3199.9159037272134,-3135.7415771484375,35.25,110.25,2360.06914893617,0.32463256926723294,-0.6768453901247782,0.23592779500257682,48,2081
3,NA,34,-2630.06640625,-2630.06640625,34,34,NA,NA,NA,NA,1,2082
1,122.3157894736842,129,-3276.8886975740133,-3264.791748046875,78,167,3378.8947368421054,-0.21085634214181925,-0.7552859923347313,0.5627301069373459,19,2083
2,89.57142857142857,92,-3626.6288539341517,-3643.354248046875,78.25,112.5,1077.032967032967,-0.5689331222829515,0.7198809649816926,0.37560890648918843,14,2083
3,105,102,-2848.532177734375,-3048.11572265625,84,135,1494,-0.1718285049379984,-1.352264479605168,NA,5,2083
1,109.76683937823834,104,-2926.460200018216,-2663.00634765625,71,142,2506.9297279792745,0.5540595458306334,-0.0659092856269007,0.005284430056014081,193,2084
3,92.19148936170212,83,-3400.4776455493684,-3238.583740234375,60,115.5,2344.8538390379276,1.0978280226163386,2.0407026125037295,0.05423714118428227,47,2084
2,66.5360824742268,65,-4298.0543074460375,-4247.36328125,35,85,1651.6262886597938,1.006017382022113,1.2220256651840138,0.0010579813796959372,97,2084
2,55.70445344129555,49,-4274.568292656408,-4311.78564453125,27,75.5,1288.4773378098153,0.8716155231724071,0.6032942383216375,1.1081577951789209e-7,247,2085
3,83.6376811594203,71,-3669.8439746801405,-3647.95263671875,46,110,2347.057971014493,0.8354103640667618,0.181916683402227,0.00430530198179707,69,2085
1,86.40789473684211,72,-3552.306555497019,-3408.4482421875,48,108,3113.6047368421055,1.5918751442238628,2.5716980737654596,2.7621006238907676e-8,76,2085
2,46.348837209302324,36.5,-4228.896487213845,-4242.008544921875,17.75,64.5,1306.9592339261285,1.2964752026022,1.6907225179620347,6.310460116198912e-7,86,2086
3,61.38095238095238,59,-4093.888224283854,-3891.962890625,32,83,1751.847619047619,1.0119583305343416,0.9477509310823798,0.18641668046011045,21,2086
1,79.64516129032258,57,-4566.7230579007055,-4483.79638671875,31.5,125,3669.636559139785,1.1979245321258163,1.0806210868660064,0.001767585045262373,31,2086
3,45.625,44.5,-3473.181941986084,-3266.579833984375,27.25,58.25,713.9833333333333,0.7573665313180394,0.3390945590853847,0.5131282955986474,16,2087
1,53.72727272727273,46,-2996.9382351962004,-2986.9234619140625,21.75,72.25,1413.7378435517971,0.6454164222056892,-0.24635398578814194,0.08612444634958791,44,2087
2,41.69298245614035,40,-2696.3633963601633,-2552.8802490234375,20,59,693.2234901412824,0.5971625456444898,-0.13028616131758414,0.007111100864340301,114,2087
2,58.51807228915663,55,-2966.8172798616342,-2823.564453125,36,72,1146.1551572142228,1.6435907685987605,4.1849719459959465,3.144865485291566e-5,83,2088
1,73.76666666666667,77.5,-2167.8271931966146,-2119.8115234375,46,97,1218.5988505747127,0.24112483268787982,-0.22753248525834793,0.909040943113304,30,2088
3,36.2,41,-2255.533642578125,-2429.32666015625,30,44,180.2,-0.9073247789100537,0.025135470392378068,NA,5,2088
2,48.24590163934426,40,-2558.5276859471055,-2421.5244140625,31,60,493.2218579234973,1.0799420578687775,0.565092278795871,4.601465426275638e-5,61,2089
3,NA,63.5,-3097.2191162109375,-3097.2191162109375,54.75,72.25,NA,NA,NA,NA,2,2089
1,128.9655172413793,132,-3630.1084910425648,-3413.974609375,70,197,4736.677339901478,-0.20229190550574783,-1.5226571351564582,0.007184817242425328,29,2089
3,81,71,-2620.7183837890625,-2883.406005859375,35,118,3763.5,0.5188530063583406,-0.8328217358464947,0.7428488910964326,9,2090
1,58.1578947368421,56,-2538.0668324253015,-2331.9173583984375,42.25,71.75,736.4881229622729,0.4308885206526302,-0.03440235159406487,0.09547286584556992,114,2090
2,13.5,9,-3455.6531982421875,-3574.489990234375,7.75,14.75,108.33333333333333,1.91562542152055,3.703384615384615,NA,4,2090
1,58.46896551724138,55,-3174.7416823814656,-2943.4814453125,22,89,1652.472988505747,0.5466420400288552,-0.2742133460013002,2.486973316951997e-4,145,2091
3,53.470588235294116,56,-2959.011582318474,-2652.3740234375,41,70,1212.514705882353,0.40351990548611233,0.11841360673531592,0.4915408869579965,17,2091
2,48.205128205128204,27,-3735.6716652894634,-3790.5439453125,4,86.5,2836.4831309041833,1.0987255208499593,0.3729965020586672,5.293665828749441e-6,39,2091
3,66.08333333333333,73.5,-3375.0428365071616,-3206.9111328125,42.75,80.75,1065.719696969697,-0.15749532821200388,-0.744235881162598,0.363862607287699,12,2092
1,45.5,45.5,-3534.677978515625,-3851.9354248046875,27.25,59.5,489.3888888888889,0.14420864429212812,-1.1940079747547785,0.6414937587887306,10,2092
2,64.7,53,-3508.0912170410156,-3648.1544189453125,31.75,101.75,1838.6421052631579,0.38086188471252663,-1.26918241268964,0.08244362552746388,20,2092
2,53.529411764705884,33,-3420.518418255974,-3115.716064453125,15.5,93.25,2037.4081996434938,0.9525230972726028,-0.2667651422500724,5.315471611842253e-5,34,2093
