forest_type,severity_bin,mean_biomass,median_biomass,q25_biomass,q75_biomass,var_biomass,skew_biomass,kurt_biomass,p_normality,n_pixels,hex_ID
1,9,96.86813186813187,91,50.75,146,3109.5362818999183,0.19699052462055883,-0.9876669451799465,9.191551153383448e-10,364,4823
1,10-11,67.04761904761905,40,31,89,2810.947619047619,1.037419132179924,-0.020733008115329545,0.0034005554262791773,21,4823
1,6,77.68888888888888,75,26.5,126.75,3132.958302122347,0.3339271581911316,-1.2474068631053246,1.016464240772212e-5,90,4823
1,8,118.37237762237763,135,69.75,166,3071.382983478868,-0.4596679524743818,-1.0745882560009106,3.7e-24,572,4823
1,7,105.58823529411765,112.5,54.5,159,3231.7115909655,-0.1668959187921684,-1.2611259457317205,1.4395760220384006e-10,238,4823
3,9,82.13265306122449,79,59.25,106,1447.4976856722071,0.4365811900018261,-0.10669925692906035,0.14105018813615092,98,4823
3,8,65.43037974683544,65,37.5,85.5,1419.4021421616358,0.5255917469709837,-0.2333157250456212,0.06304107344973893,79,4823
2,10-11,91.85714285714286,96,59,129,1956.6285714285714,-0.48482402225318444,-1.0632065538989,0.12127467196149012,21,4823
3,6,43.81818181818182,39.5,26.75,53.5,748.1558441558442,0.9024807058153529,1.1639243591866821,0.2968825253809961,22,4823
3,7,40.241379310344826,31,21,61,825.332512315271,1.1034702138053123,0.6138081888140084,0.003845667764523135,29,4823
3,1-5,25.5,25,15,37.5,215.71428571428572,0,-1.5654162536730847,0.706660745926566,8,4823
1,1-5,48.44827586206897,44,20,65,1236.6133004926107,0.8884466373566716,-0.05261416167316255,0.01903183198465907,29,4823
1,NA,104.18181818181819,129,53.5,161,4022.163636363636,-0.3512412470828173,-1.6718590670133389,0.13353670469103077,11,4823
3,10-11,86,86.5,43.5,129,4062,-0.0297272804569087,-3.0061759371785586,NA,4,4823
1,8,61.03488372093023,58,44.75,72.5,785.0514075887393,0.9615414283970132,2.5042780086866108,1.8609348109961072e-4,172,4824
1,6,65.08333333333333,47,26,112.5,2521.537878787879,0.3263683539622313,-1.5934863360913134,0.17197245166748007,12,4824
1,7,57.90625,58.5,42.75,68.25,696.9751984126984,0.400432003913519,0.361396606247503,0.07214587120147481,64,4824
1,9,63.175824175824175,61,47,77,607.635409035409,0.6976861565319771,0.9414335000789844,9.212420691836401e-4,91,4824
1,1-5,30.2,17,13.5,34,752.4571428571429,2.4331157969303954,6.960759701788768,6.665557322745579e-4,15,4824
2,8,49.833333333333336,46.5,28,72.5,827.7666666666667,0.22377470029733096,-1.9012523246151272,NA,6,4824
2,9,89.33333333333333,89,57,127,1713.4666666666667,-0.049705348426384556,-2.5575167331068904,NA,6,4824
2,7,77.66666666666667,98,66.5,99,1366.3333333333333,-1.7263480620023484,NA,NA,3,4824
3,8,57.07142857142857,48,37.25,81.75,685.3021978021978,0.5754081869836154,-1.1146398829406323,0.06528752899651884,14,4824
3,9,63.75,58,52.5,80.5,503.29545454545456,0.4197373398263867,-0.887980501264246,0.118081998182145,12,4824
1,10-11,NA,53,53,53,NA,NA,NA,NA,1,4824
1,8,53.785714285714285,48,23.25,72.75,1589.0403726708075,1.282959986412182,2.452005588377362,0.0018052151192792215,70,4825
1,7,48.81967213114754,37,18,58,2197.8169398907103,1.7923972248980329,3.422782141739054,2.8202442646844425e-8,61,4825
1,6,73.54054054054055,67,31,116,2752.255255255255,0.5766050453988858,-0.36307750385379134,0.08658489271700856,37,4825
1,9,67.49193548387096,78.5,38.5,96.25,1188.5446498819827,-0.3617538558534608,-1.208650063124961,1.5578600809862337e-8,124,4825
1,1-5,67.69767441860465,56,26.5,95,2669.9302325581393,1.0627101323797068,0.8066792506045254,0.00816019866209916,43,4825
1,10-11,65.2,69,55,74,849.7,-0.19931826862660787,0.9417465826989382,NA,5,4825
1,7,69.20833333333333,75,60.5,84,540.0407801418439,-1.0954455144522945,0.4524083877504861,8.56641147060224e-5,48,4826
1,8,57.18421052631579,59.5,26,82,1109.9381223328592,-0.020059207705494984,-1.0722534145632936,0.3203782477649703,38,4826
1,6,65.25,73,59,79.25,530.25,-1.5874292503385132,2.4813191361568956,NA,4,4826
1,9,50.333333333333336,38,33,68,1010.5,0.30460966006937934,-0.43261880879170517,0.6315204339687122,9,4826
1,9,21.45625,16,9,29,349.5066901408451,1.9447837955148708,4.909117959290639,3.7e-24,640,4827
1,8,17.184060721062618,11,6,22,282.5877302472565,2.0888541494519854,5.022641606117668,3.7e-24,527,4827
1,10-11,21.666666666666668,21,17,28.75,134.26666666666668,-0.28855562336899687,-0.09222187487981426,NA,6,4827
3,8,48.69230769230769,32,10.25,88.5,1795.9815384615385,0.6169314113732904,-1.1472307685663663,0.0022715930317925392,26,4827
3,7,104.25,117,98.25,123,1316.25,-1.7421402892444375,3.246343779677113,NA,4,4827
2,9,106.01960784313725,114,93,132.5,1229.8996078431373,-0.9574303551729163,-0.04658643355910937,7.729589111301168e-5,51,4827
2,8,96.76190476190476,104.5,80.25,123.5,1164.4785133565622,-0.7577663988373166,-0.35944121098101983,0.008295400823258362,42,4827
2,7,NA,116.5,116.25,116.75,NA,NA,NA,NA,2,4827
3,9,38.55555555555556,34,17,53,820.5252525252525,1.1207681715290747,1.0544382579079885,0.0038646472623354664,45,4827
1,7,33.01587301587302,31.5,18,42,408.447746031746,0.9620111249272724,0.8982703797594811,5.35231992592234e-5,126,4827
3,1-5,NA,68,68,68,NA,NA,NA,NA,1,4827
3,6,62.666666666666664,46,46,71,833.3333333333334,1.7320508075688776,NA,NA,3,4827
1,6,34.80952380952381,36,24,47,202.56190476190477,-0.06473099927168412,-0.9391967349793541,0.5049936920873237,21,4827
1,8,52.69375,36,21,73.5,1805.6477594339622,1.1165893658374515,0.1363717162418355,1.760139663221068e-21,160,4828
1,9,89.13333333333334,90.5,34,137,2672.2837988826814,-0.11215347385628235,-1.4012763309624097,7.722280359893831e-11,180,4828
1,7,41.01754385964912,33,25,44,724.374686716792,1.4776947301139145,1.9910811183325257,1.1514823502754028e-8,57,4828
3,9,100.125,92.5,75,125.25,1829.267857142857,0.48084773832055955,-0.14856995125869865,0.9340232839264085,8,4828
3,8,73.55,72,39,85.75,2070.786842105263,0.8161865979729982,-0.011582214858727222,0.08384808183898669,20,4828
1,1-5,15.083333333333334,7,4.75,11,445.719696969697,2.4229051974104783,5.8657500996823755,3.6369951951640234e-5,12,4828
1,6,29.05263157894737,25,14.5,33,566.0526315789474,1.4852791240922671,1.9216245704783343,0.005249684450297965,19,4828
2,9,75,39.5,22.75,140.5,4490.857142857143,0.6621173739487108,-1.8762802535028522,0.02496168608963077,8,4828
3,7,66.625,77.5,49,85.25,818.8392857142857,-1.0288374639883453,0.4412775424175425,0.25909316467318,8,4828
3,10-11,NA,131,131,131,NA,NA,NA,NA,1,4828
1,10-11,79.16666666666667,72,57.75,90,2444.9666666666667,0.9382611860408364,1.9008736174496124,NA,6,4828
2,8,70.33333333333333,73,49,89,1074.5,-0.3334110564657888,-0.4957255619047954,0.9764581294563134,9,4828
2,7,NA,47,43.5,50.5,NA,NA,NA,NA,2,4828
2,10-11,NA,61,61,61,NA,NA,NA,NA,1,4828
1,8,76.47196261682242,72,36,110.5,2177.846628054934,0.4150612626603963,-0.7511975196144489,4.210513966015315e-7,214,4829
1,10-11,82.55555555555556,89,47,110,3370.027777777778,0.3574317260601002,0.3228269004089343,0.6623236810421147,9,4829
1,9,84.11486486486487,67.5,40.75,131.25,2860.3200496414784,0.531249105624331,-0.8606194766046616,4.8368236477725e-9,148,4829
1,7,85.71875,84.5,41.5,118.25,2368.0148026315787,0.3197854281627293,-0.7003136536351097,0.03701081717191761,96,4829
1,6,87.97560975609755,78,50,124,1918.1243902439023,0.05720098376179084,-1.1618215233929907,0.04370967786929308,41,4829
3,9,58,57,35,72,1218,0.5419072944314199,0.171453536554607,0.899085810179691,13,4829
3,8,56.75,53.5,33.5,72.75,906.3333333333334,0.4553375939732652,-0.5849927432680537,0.6023340857547909,16,4829
2,7,61.73684210526316,52,9.5,106.5,2610.315789473684,0.15948347602389512,-1.817033076704621,0.0029676225214552428,19,4829
3,6,104.71428571428571,76,71.5,147.5,2115.2380952380954,0.3454221957590141,-2.4413314643630306,NA,7,4829
3,7,83.18181818181819,81,47.5,110,1709.3636363636363,0.5476946531238736,-0.7890379921527754,0.5355382864691762,11,4829
1,1-5,93.63636363636364,66,49.5,154,3486.8545454545456,0.6244033004754543,-1.5793220702966693,0.017251083698652765,11,4829
2,8,58.55,41,16.5,82.5,2666.2605263157893,0.88478404893076,-0.3596947554232217,0.023443275104951356,20,4829
2,9,68.4090909090909,56.5,15.75,121.25,3300.158008658009,0.6255529805354094,-1.0683641015699865,0.007930659106535695,22,4829
2,6,86,88,63.5,110.5,1959,-0.11567298924752041,-0.04322699046637766,NA,7,4829
2,1-5,NA,62,46,78,NA,NA,NA,NA,2,4829
2,10-11,60.333333333333336,61,44,69.75,1106.2666666666667,0.4511563440360095,1.0000898239573912,NA,6,4829
3,10-11,NA,124,124,124,NA,NA,NA,NA,1,4829
2,9,93.71428571428571,102,72,120.5,988.9047619047619,-0.5660548440171025,-1.269512996352023,NA,7,4830
3,7,74.77777777777777,61,33,108,2507.1944444444443,0.5733891221701762,-1.1410539236909147,0.3988028950868905,9,4830
3,9,40.888888888888886,47,37,48,290.8611111111111,-1.4330332518610054,2.8336598095403556,0.049467827409113985,9,4830
3,8,83.25,73,62.5,106.25,1250.7857142857142,0.5326739773206604,-0.7840043293670852,0.6833534526787293,8,4830
1,10-11,91.52173913043478,73,31,149.5,4283.98814229249,0.3273134149649864,-1.389674768577967,0.02505408045868243,23,4830
1,7,75.67777777777778,72.5,38.25,106.5,1963.7489388264669,0.24085237218644107,-0.7318881552168333,0.11752396194629132,90,4830
1,9,67.54871794871795,57,21,107.5,2689.1251916468414,0.5124763249133716,-0.95699946042805,9.477678538534976e-12,195,4830
1,8,84.33962264150944,85,35.75,130.25,2475.457569525172,0.10774249808369844,-1.1492470105040742,4.287740478985631e-7,212,4830
1,6,81.3970588235294,83.5,60.75,102,1169.4071553994731,-0.20867151782751708,-0.11623822636717758,0.7319881576368952,68,4830
1,1-5,71,65,55,91,804.2619047619048,0.7865421933376875,1.165618456860783,7.732533200595276e-4,85,4830
2,8,86.55555555555556,90.5,60.75,110.75,2024.9673202614379,-0.2350087103020326,-0.6314169257867793,0.795188249227164,18,4830
2,7,NA,84,69.5,98.5,NA,NA,NA,NA,2,4830
3,6,NA,50,50,50,NA,NA,NA,NA,1,4830
3,1-5,67.57142857142857,65,61,79,787.6190476190476,-0.33110745145248693,1.2340465867071,NA,7,4830
2,6,NA,11.5,7.75,15.25,NA,NA,NA,NA,2,4830
2,1-5,NA,3,3,3,NA,NA,NA,NA,1,4830
1,9,56.716923076923074,41.5,17,86.75,2390.8165082375253,1.001052513754139,0.12555625810941676,3.7e-24,650,4831
1,8,65.45575221238938,58,30,95,2033.8436817819374,0.6186193331989578,-0.21613758930799942,2.1707882911162816e-17,678,4831
1,7,71.24226804123711,67.5,42,100.75,1778.661209337108,0.2786383195713466,-0.6069618585074689,0.01775213571095443,194,4831
1,6,81.28571428571429,84,47,121,1879.5833333333333,-0.2262655121612408,-1.2078512722577397,0.028172327322756444,49,4831
1,1-5,47.8,39,10.5,80,1824.8857142857144,0.8216353730563168,-0.6721853856532027,0.03344508522524454,15,4831
1,10-11,43.39772727272727,38,16,58.25,1208.2422936259143,1.0996008304984237,1.0563323695077353,6.016697995114076e-5,88,4831
1,NA,123.83333333333333,134,69.5,187.25,5586.966666666666,-0.35618348487989443,-1.8887600956915884,NA,6,4831
3,9,72.25,59,42.5,91.75,1755.5333333333333,1.2649804712500063,1.9263893515599517,0.15017790812252482,16,4831
3,8,61.4,64,32.5,82.5,1208.0444444444445,0.5647274958599391,-0.0833537972029634,0.615104551650589,10,4831
2,9,40.333333333333336,37.5,18.5,65.5,756.6666666666666,0.1133528384957864,-2.5477682081934456,NA,6,4831
3,7,42.2,49,29,63,609.7,-0.8320814709264112,-0.727391722400279,NA,5,4831
3,10-11,NA,116,116,116,NA,NA,NA,NA,1,4831
3,6,NA,12,11.5,12.5,NA,NA,NA,NA,2,4831
2,8,NA,51,51,51,NA,NA,NA,NA,1,4831
1,NA,96.5,86,34.25,144.5,5961.1,0.5035981186453761,-1.1252775634825503,NA,6,4832
1,9,55.54211663066955,46,26,75,1656.4478976746796,1.1885201011700235,1.3353027787795977,3.7e-24,463,4832
1,8,53.972,45.5,25.25,68,1443.6739116465862,1.331075796112591,1.6866097415175503,9.308921953466737e-19,250,4832
1,7,66.74117647058823,61,29,97,2013.6703081232492,0.7426309729189928,0.019177599453964307,0.003328854316754439,85,4832
1,10-11,51.71232876712329,32,14,77,2239.652207001522,1.003254502478901,-0.12425005138247143,1.282693406202123e-9,73,4832
3,10-11,14.333333333333334,15,13,16,9.333333333333334,-0.9352195295828265,NA,NA,3,4832
3,9,41.46666666666667,20,14,55,2102.4095238095238,1.949469774459279,3.2285726923243327,3.518517636220086e-5,15,4832
3,8,110.66666666666667,94,77.5,135.5,3572.3333333333335,1.1572578483496838,NA,NA,3,4832
1,6,64.97058823529412,53.5,39,84.75,1505.1203208556149,0.7233582827586353,-0.5341890276134492,0.010710949071721295,34,4832
1,1-5,NA,171,171,171,NA,NA,NA,NA,1,4832
3,1-5,NA,100,100,100,NA,NA,NA,NA,1,4832
3,7,77.25,57.5,52.25,82.5,2006.25,1.924179909156634,3.7282709601032593,NA,4,4832
3,6,NA,107,99.5,114.5,NA,NA,NA,NA,2,4832
1,9,40.91416309012875,26,9,59,1701.1563933698387,1.3047924714649035,1.1651848811472638,3.7e-24,233,4833
1,10-11,40.513513513513516,24,14,75,1466.978978978979,1.1850976991181954,0.9917761461627126,4.689463967640171e-5,37,4833
1,8,30.46206896551724,19,5,47,1014.861398467433,1.3071526271816014,1.1312926007007458,3.6579109749851294e-18,145,4833
1,7,31.254901960784313,31,12,44.5,429.7537254901961,0.2449785838531707,-0.979021954191906,0.053942216527236,51,4833
1,1-5,26.84,23,15,35,288.72333333333336,0.8096152246299455,0.19236340934893384,0.16066357494702005,25,4833
3,8,NA,31,31,31,NA,NA,NA,NA,1,4833
3,10-11,NA,3.5,2.75,4.25,NA,NA,NA,NA,2,4833
1,6,28.08695652173913,25,15.5,33,283.44664031620556,1.6074174413061226,3.083578943891204,0.009058793243359876,23,4833
1,NA,NA,82,82,82,NA,NA,NA,NA,1,4833
1,9,39.39920948616601,28,12,54,1393.9788882614969,1.5665669589814442,2.443732241665328,3.7e-24,253,4834
1,7,25.463768115942027,16,8,33,636.3699914748508,1.5493984242023586,2.119596989550626,1.5852868729918548e-10,69,4834
1,6,29.875,27.5,14.25,41,485.98333333333335,0.5510488690231325,-0.1108374075419174,0.6995572275825145,16,4834
1,8,37.192893401015226,29,13,49,1101.8707655651092,1.4410290137789155,2.2467663961343454,1.7809670824774948e-17,197,4834
1,10-11,28.074074074074073,17,9,44,839.994301994302,1.7261328038564892,3.531266791900767,4.2375786213860733e-4,27,4834
1,1-5,48.333333333333336,50,39.25,54,573.0666666666667,0.17985400137036925,1.402412568227325,NA,6,4834
3,1-5,62,63,46,78.75,824.8888888888889,-0.05870592156261567,-0.34713141452846974,0.8453915548035495,10,4834
3,9,67.25,63.5,34.75,98,1602.0897435897436,0.23213458028350653,-0.9426302915979015,0.32951432372202566,40,4834
3,6,77.22222222222223,88,71,114,1988.9444444444443,-1.0189075337217155,-0.1963546692034421,0.06656972551059259,9,4834
3,8,56.642857142857146,48.5,23,83.25,1571.05291005291,0.7990546932905473,0.14611265891113479,0.09576829538642734,28,4834
3,7,66.5,53.5,16.75,117.25,3092.5,0.36446494583956685,-1.5217662761122337,0.2982106663491784,10,4834
3,NA,NA,111,111,111,NA,NA,NA,NA,1,4834
1,NA,98.6,101,87,113,570.8,-0.4151578325560153,-0.3797176193041499,NA,5,4834
2,8,49.2,39,31,74,602.2,0.4363423562519484,-3.039656651394791,NA,5,4834
2,1-5,NA,87,87,87,NA,NA,NA,NA,1,4834
2,6,98.33333333333333,101,93.5,104.5,126.33333333333333,-1.007538210789046,NA,NA,3,4834
3,10-11,46.75,46.5,30,59.75,645.3571428571429,0.5367193312213517,0.38920534146094177,0.8658406859665038,8,4834
2,9,97.14285714285714,107,76.5,114.5,1367.142857142857,-0.22709526061005078,0.01813830882601728,NA,7,4834
2,10-11,54.625,45.5,37.25,59.75,919.9821428571429,1.1720950753416666,-0.17101047411344314,0.021501801926789774,8,4834
2,7,NA,32,28,36,NA,NA,NA,NA,2,4834
1,1-5,25,22,7.75,40.25,434.3404255319149,1.2848146644511875,2.521474135177554,0.0016351408489376355,48,4836
1,8,59.690140845070424,55,36.5,79.5,976.302615694165,0.40703827756715305,-0.6257216128110425,0.07588331362596919,71,4836
1,9,49.1875,45,31.75,61.25,726.866935483871,1.670840549522592,5.191948409442655,0.027204797943725392,32,4836
1,7,45.85507246376812,40,24,66,802.9786871270247,0.7772915316212938,0.4970078557038857,0.026087508500261637,69,4836
1,6,31.456521739130434,27,18.25,40.25,436.29806763285023,1.3682026340084108,3.0429967879788835,0.007188302533348762,46,4836
1,9,50.0253164556962,51,36,60.5,316.5890944498539,0.4489442801525403,0.20097967281264106,0.06946111303706883,79,4837
1,8,35.95652173913044,37,25.5,43,149.95256916996047,0.3711387092751629,-0.6177586110981166,0.5411047085883027,23,4837
2,8,NA,41,41,41,NA,NA,NA,NA,1,4837
2,9,98.1159420289855,105,63.5,130,1810.7455834126731,-0.3600997469668409,-0.8029866331575041,8.464826050095111e-4,138,4838
2,8,77.73134328358209,76.5,48.25,107.5,1682.4385590842778,0.2113111638575139,-0.8116127966043689,0.0610990174948628,134,4838
2,7,67.67142857142858,61.5,41,90.75,1532.252795031056,0.7239399455897492,0.2664962817003872,0.03898051072935471,70,4838
3,7,68.88732394366197,62,43.5,95.5,1212.6442655935614,0.40940764993516343,-0.7311362271507331,0.03461073505347885,71,4838
3,6,37.57142857142857,32,16,57,801.1571428571428,1.068208931897328,0.4905978124245096,0.03399850493218301,21,4838
3,9,71.83050847457628,51,23,123.5,3116.1087083576854,0.5691095492674182,-1.1014985058618145,6.729209718148449e-6,59,4838
3,10-11,NA,180,180,180,NA,NA,NA,NA,1,4838
3,8,71.24285714285715,77.5,21.5,111.75,2535.1430641821944,0.17804343736569844,-1.3148977930202235,3.826518812634192e-5,70,4838
1,10-11,194.41176470588235,193,184,206,164.25735294117646,0.0869889113292191,-0.8716393702471307,0.5287149813451023,17,4838
1,9,41.779661016949156,27.5,13,52,1921.7640100973674,2.0268238355080253,3.7129095939300876,3.7e-24,236,4838
1,8,36.50289017341041,23,12,46,1334.2217307531205,1.6902008615856847,2.490071699667393,3.7e-24,346,4838
1,7,48.85470085470085,37,16,77,1565.3321544356027,0.8072751129518126,-0.4068492825142903,3.4828946914924615e-9,117,4838
2,6,46.23684210526316,44,16,66.75,1220.8883357041252,0.6024390415195265,-0.4788057815420961,0.05306418200666714,38,4838
2,1-5,20.666666666666668,17,5.25,35.5,254.64367816091954,0.57849416348434,-0.6280074003023386,0.011081835830948895,30,4838
2,10-11,NA,106,106,106,NA,NA,NA,NA,1,4838
1,6,29.195121951219512,19,11,32,840.7609756097561,2.0230874237294167,4.61274979541733,6.775403016054395e-8,41,4838
1,1-5,16.2,12,7.75,20.5,173.1746835443038,1.5858395720895486,2.5671390833269427,1.8610234107401026e-9,80,4838
3,1-5,30.59259259259259,27,21,40.5,262.8660968660969,1.3365188371864074,2.0914463383552007,0.011642709838394053,27,4838
1,9,34.69896193771626,29,17,48,627.1764225297962,1.0157833683782629,0.7152832879113356,1.132613805694696e-15,289,4839
1,7,26.996865203761754,22,14,34,371.49894413766873,1.6775133398562738,3.691087408787472,3.7e-24,957,4839
1,6,19.90059347181009,16,9,25,278.19069801279534,2.4537993075827313,10.073770695626042,3.7e-24,674,4839
1,1-5,16.522292993630572,11,6,20,296.12237430546145,2.9162889410278576,11.537039321482577,3.7e-24,471,4839
1,8,32.90446521287643,28,16.5,43,507.80791143407964,1.249740990950919,1.7107782669265656,3.7e-24,963,4839
3,7,60.293103448275865,59.5,35,80,1130.456442831216,0.48429430404763424,-0.27223745107257286,0.2903393396030886,58,4839
3,6,45.20967741935484,40.5,22,63,839.9389212057113,0.5822178797630702,-0.2848956752738964,0.05155765401571571,62,4839
3,1-5,41.84782608695652,39,27.75,52.75,377.0207729468599,0.6040414702502714,0.7881987493077365,0.29596170347101597,46,4839
3,9,45.666666666666664,24,22,58.5,1684.3333333333333,1.7135591902031397,NA,NA,3,4839
3,8,71.45161290322581,65,47,97.5,1404.8559139784945,0.38798776274172736,-0.3635814108097351,0.677077468679471,31,4839
2,6,51.42857142857143,52,39,65.5,678.2857142857143,-0.26095023640898074,0.33595249434160657,NA,7,4839
2,8,80.33333333333333,43,37.5,104.5,5534.333333333333,1.6895456405179132,NA,NA,3,4839
2,7,71,75,31,93,1662.3333333333333,0.5885010933920136,0.5732816641787707,0.34369812455521803,13,4839
2,9,NA,52,52,52,NA,NA,NA,NA,1,4839
2,1-5,32.142857142857146,31,23,35.5,230.47619047619048,1.3413532967503565,2.4768274366504994,NA,7,4839
1,10-11,NA,19,16.5,21.5,NA,NA,NA,NA,2,4839
1,9,28.912790697674417,25,12,42,418.88708690330475,0.8228480684304214,0.10081948461133539,1.5900630150204892e-7,172,4840
1,8,24.14825174825175,21,8,35,341.05081976846685,0.9871831252464129,0.851777363497019,3.7e-24,715,4840
1,7,19.665499124343256,17,7,28.5,221.53879005745537,0.868264319797317,0.10690817050630674,3.7e-24,571,4840
1,6,14.569306930693068,11,5,23,135.39069503965322,0.9423965545460036,0.4251513408051681,1.8034901136870972e-13,202,4840
1,1-5,10.348484848484848,7,3.25,14.5,90.23053613053614,1.5778174978767299,2.6442887553648893,9.77597802796994e-8,66,4840
1,NA,16.428571428571427,11,9.5,16,276.95238095238096,2.0483047443765394,4.7232393350222965,NA,7,4840
3,8,58,49.5,33.75,80.75,1373.36,1.150157019860028,0.8864051312807694,0.01122217031315598,26,4840
3,7,36.16129032258065,35,23,50,335.80645161290323,0.32495899523555394,-0.5415406205531655,0.8263680923395345,31,4840
2,7,82.5,83.5,59.5,105.75,976.8030303030303,-0.42646187056753826,-0.4289505076666094,0.2786534794720186,34,4840
2,8,105.90697674418605,108,80,131.5,1512.3244739756367,-0.05836987627345423,-0.1986678988003495,0.9273190334218422,43,4840
3,6,29.6,28,17,37,247.41666666666666,0.9740678022655017,0.5926817179621117,0.04435414874478379,25,4840
2,9,67.75,80.5,47.75,100.5,1942.9166666666667,-1.089038553380065,-0.07348412765172085,NA,4,4840
2,6,45.9,57.5,22.75,65.5,602.5444444444445,-0.6824762748202932,-1.3233309744649862,0.056222781449597595,10,4840
3,1-5,13.875,6.5,2.75,27.25,197.55357142857142,0.6994004234486443,-1.623717002493889,0.02886782895893554,8,4840
3,9,40,25,14,54,1185.5,1.2205994737030974,0.521100867166723,NA,5,4840
3,10-11,NA,34,34,34,NA,NA,NA,NA,1,4840
2,1-5,NA,12,12,12,NA,NA,NA,NA,1,4840
1,8,41.95,16.5,9,76.25,2038.148561151079,1.0739198536981298,-0.3293540993898406,3.7e-24,140,4841
1,9,71.80555555555556,68,13.5,128,3099.9896825396827,0.027037047329315163,-1.847088854196306,2.1123668735396573e-6,36,4841
1,7,20.664835164835164,12,6,23,543.2295853317953,1.9401905422256118,3.421651893303433,3.7e-24,182,4841
1,6,19.5678391959799,13,7,29.5,312.4183543982539,1.3651466321786514,1.1880803852141597,3.7e-24,199,4841
1,NA,32.55555555555556,12,4,26,1963.0277777777778,1.5389525109436366,0.6916505070558566,6.072651889746497e-4,9,4841
1,1-5,14.392857142857142,8,4,18.25,219.78978594695207,1.6176560976379375,1.99293528794865,3.7e-24,308,4841
3,6,31.653333333333332,27,11,46,592.1754954954955,1.1018282363586085,0.97562750078181,4.4276522510359925e-5,75,4841
2,7,59.04054054054054,57,30,80,1356.7449553626025,0.6430290187793449,-0.08019159437962889,2.4429362296791542e-5,222,4841
2,8,80.23076923076923,77,47,116.5,1868.9350427350428,0.13156340234536923,-1.0140409717886503,0.026720211105927923,91,4841
2,9,87.45945945945945,80,62,117,1797.4774774774776,0.036077811140157186,-0.6826014803554648,0.77167632017461,37,4841
2,6,32.40377358490566,29,14,46,530.8552887364208,1.0862548877858231,1.1650621078105334,2.074587962169278e-12,265,4841
2,1-5,11.286813186813188,8,4,14,125.63271920598653,2.271515319899827,6.456012910843004,3.7e-24,910,4841
3,1-5,15.187214611872147,11,5,20,213.30882660969377,1.8064421257516812,3.794440726549982,3.7e-24,219,4841
2,NA,56.333333333333336,45,21,86.25,2302.6666666666665,0.6771731458807864,-0.9885495078170248,NA,6,4841
3,7,61.630434782608695,59,34.5,92.25,1127.6159420289855,0.12231116268119151,-1.1834375813592657,0.11910508196058926,46,4841
3,8,91.1219512195122,98,61,120,1289.459756097561,-0.39019856194381136,-1.048723011302392,0.03368562253258863,41,4841
3,9,107.07692307692308,116,80,134,1307.076923076923,-0.7922911574685648,-0.9150623143254457,0.033777270324223514,13,4841
3,NA,53,49.5,31,71.5,1723.3333333333333,0.4579203674028761,0.4273453078877165,NA,4,4841
2,7,22.333333333333332,19,8.25,33.75,312.07547169811323,0.8956877898179394,0.289463536108764,0.0014932883657127157,54,4842
2,8,34.64462809917355,26,13,51,729.7143250688705,0.902692066514307,0.06549883347444534,2.3011187381815325e-9,121,4842
2,6,22.5,15,7.5,25.5,517.9827586206897,1.8543371561688868,3.5292603890196435,1.2528437262621039e-5,30,4842
2,9,32.36,25.5,9,48,795.6010738255034,1.0163013513274544,0.3284183366823473,1.8009196426515338e-11,150,4842
2,1-5,13.833333333333334,5.5,2.75,16.5,324.96666666666664,1.8249257991614374,3.117819796115235,NA,6,4842
3,7,NA,28.5,23.25,33.75,NA,NA,NA,NA,2,4842
3,8,NA,22,19,25,NA,NA,NA,NA,2,4842
2,10-11,23.88888888888889,15,5,44,645.1111111111111,1.185115320693639,0.4858278738374483,0.055709695046261186,9,4842
2,NA,NA,43,43,43,NA,NA,NA,NA,1,4842
1,8,NA,29,29,29,NA,NA,NA,NA,1,4844
3,7,NA,11,11,11,NA,NA,NA,NA,1,4844
3,6,5.333333333333333,6,5,6,1.3333333333333333,-1.7320508075688743,NA,NA,3,4844
1,1-5,23.004874651810585,15,7,31,521.261997127134,1.7786419234723245,3.3014883455912307,3.7e-24,1436,4846
1,7,48.87783711615487,41,22,69.75,1105.5448524998371,0.8085155004865914,-0.05132317026136761,3.7e-24,1498,4846
1,6,53.84071550255537,47,25,76,1306.9456213120015,0.6151925104736253,-0.4730446002038886,3.7e-24,1174,4846
1,8,42.10616184112843,35,20,59,833.2792116320346,0.9175506120522878,0.2798654568441562,3.7e-24,1347,4846
1,9,54.23529411764706,49.5,27,75,1095.2960990712074,0.5092324566732993,-0.6082119786670663,3.1814389662786775e-13,476,4846
3,7,44.05952380952381,34,25,58,915.5988238668962,1.611925391917592,2.704445816161498,1.3271684001398053e-9,84,4846
3,9,42,38,18.5,54.5,1134.6153846153845,1.1217982753433262,1.7138179854273854,0.3330166474855719,14,4846
3,6,34.53333333333333,27,16.75,46.25,668.5581920903954,1.162006875992667,0.8512200944797629,1.4733574495349912e-5,60,4846
2,7,71.20270270270271,68.5,44.25,93.5,1269.1501295816365,0.4471154644030197,-0.4544652686643762,0.18271742771940672,74,4846
2,6,47.407407407407405,44,27.5,64,545.906359189378,0.4129140972675429,-0.27458709316547136,0.3228578749691717,54,4846
1,10-11,24.166666666666668,19,12.75,23.75,573.3666666666667,1.7756077653095694,3.8273804228166384,NA,6,4846
3,8,66.22857142857143,50,35.5,101.5,1988.5344537815126,0.6382705284582255,-0.8141513937053572,0.0060339933938504614,35,4846
