forest_type,severity_bin,mean_biomass,median_biomass,q25_biomass,q75_biomass,var_biomass,skew_biomass,kurt_biomass,p_normality,n_pixels,hex_ID
3,1-5,56,52,48,73,1041.5,-0.2984834507946162,0.5172609854734702,NA,5,1499
2,1-5,NA,73,73,73,NA,NA,NA,NA,1,1499
3,10-11,NA,25.5,23.75,27.25,NA,NA,NA,NA,2,1499
2,10-11,NA,104,104,104,NA,NA,NA,NA,1,1499
2,9,110.08167330677291,118.5,73,149,2487.895511765314,-0.36641717699443854,-0.7783094825726209,1.8214339899480775e-12,502,1500
2,8,112.07981220657277,122.5,57.5,162.75,3474.6900856117095,-0.31126762983203027,-1.183384860597511,1.199044675949514e-20,426,1500
2,10-11,86.4186046511628,70,48.5,129,2745.7253599114065,0.3630625126267338,-0.6939097535217548,0.17677250820988136,43,1500
3,10-11,76.5,81,53,90.25,1388.3684210526317,0.6499352307805006,1.8011715571490698,0.4316264794726338,20,1500
3,9,81.8698224852071,75,54,111,1788.352000563539,0.401252717539523,-0.38814263303948404,0.009609020734418456,169,1500
1,9,64.495,55.5,30,94,1903.0653015075377,0.7475068419021985,-0.23583855588107236,1.9518161817994937e-9,200,1500
1,8,53.43386243386244,44,23,76,1365.9171451086345,1.010457832915277,0.8304155035385771,1.8421268976734277e-9,189,1500
1,7,37.52136752136752,31,14,56,899.0275567344532,0.9983247106883629,0.6778967030256983,4.114537740642789e-6,117,1500
1,6,46.205479452054796,35,17,75,1342.5266362252664,1.0788312926119257,0.5135442575664668,6.674155827567612e-7,73,1500
1,1-5,35.513513513513516,29,17,51,830.2567567567568,1.4316312416507722,2.062649706203373,8.225775107338009e-4,37,1500
3,7,58.36,44,26,86,2218.9697959183673,1.0362265481106043,0.18439788270253377,6.038529298456287e-5,50,1500
3,8,65.90839694656489,52,29.5,96,2285.3453904873754,0.9715440653679225,0.14619290336396656,1.3906877439409763e-10,131,1500
2,7,81.58407079646018,51,16,161,5094.262958280658,0.4138523938165232,-1.5098280441810032,6.815935099230186e-17,113,1500
3,6,29.25,19,9.5,37,829.1136363636364,1.1842311825472076,0.4056219272034896,0.043405243549052404,12,1500
3,1-5,64.85714285714286,50,27.75,93.75,3052.5934065934066,0.8937222882851509,-0.03132500446226838,0.20691711321826112,14,1500
2,1-5,14.658536585365853,10,5,13,222.18048780487806,1.9493585057935297,3.172283127919577,1.5208441571277724e-11,41,1500
1,10-11,50.16,36,22,78,1163.4733333333334,0.620244868141808,-0.6402432125598525,0.00954283753368112,25,1500
2,6,17.806451612903224,11,9,23.5,197.894623655914,1.506257954086324,1.991635242834585,1.6408754837380295e-4,31,1500
1,9,78.69021739130434,74.5,30.75,117,2547.4608873841767,0.3056564470641277,-0.9301344116644973,1.309862803640591e-5,184,1501
1,8,62.09844559585492,52,25,99,1956.9329663212436,0.5479583009756627,-0.8677484935032596,1.128987778359573e-11,193,1501
3,9,74.63157894736842,65.5,33.5,118.25,2320.130867709815,0.0032815885929210926,-1.4856496784392608,0.008230977908442624,38,1501
3,8,76,69,39.5,107.5,1763.1627906976744,0.6315437221995948,-0.30844405308201256,0.05433907670006575,44,1501
3,7,47.95,34,17.5,62.25,2035.5236842105264,1.6146153037011883,1.9664316110826137,3.916777049915464e-4,20,1501
1,7,43.2,28.5,14,58.25,1519.5246376811594,1.4613254363006265,2.506501862117875,4.332306517616569e-8,70,1501
1,6,69.1875,46.5,29.75,98.75,2689.7625,0.982261662953371,-0.04230564213899818,0.03803208329865258,16,1501
1,1-5,32.36363636363637,20,5.5,46,1401.6545454545455,1.3354440509122554,0.6871110172437194,0.011380350864947555,11,1501
2,9,94.96428571428571,101,51.5,129.75,1970.850529100529,-0.18382275234013137,-1.2513243836681354,0.2026680912014294,28,1501
3,6,20.125,19,7.25,30.25,193.83928571428572,0.31140736473975794,-1.5479408822930976,0.46236773682224463,8,1501
3,1-5,24,23,7,40,516,0.12967881566036318,-4.114896941289585,NA,4,1501
1,10-11,94.6,89,76,109,1928.3,0.49548571680051906,0.8250313219668275,NA,5,1501
3,10-11,78,59,56,90.5,1461,1.6841604950081273,NA,NA,3,1501
2,8,79.30434782608695,72.5,60,108.75,1472.4830917874397,0.15679931750207748,-0.5796235761142312,0.1883285494050687,46,1501
2,7,66.46153846153847,57.5,27.5,100.25,1730.3384615384616,0.3325207280320161,-1.2112278276272268,0.057957565022242974,26,1501
2,6,36.27272727272727,24,2.5,60.5,1690.418181818182,1.0628253408551176,0.009445681503827963,0.039331536960406026,11,1501
2,1-5,NA,8,6,10,NA,NA,NA,NA,2,1501
2,10-11,NA,105,79,131,NA,NA,NA,NA,2,1501
2,9,42.775,34.5,19,63,778.9480769230769,0.596230134995478,-0.6101739602804739,0.01998516798995019,40,1502
1,9,72.25806451612904,66.5,49.25,101,1170.8175568482284,0.11293911027751725,-0.526889900437905,0.41969603335088795,62,1502
2,8,44.51724137931034,36,19,55,1706.1871921182267,1.8697875807294406,4.105765711543636,7.08100921400901e-4,29,1502
2,7,28.25,5,2.75,40.25,1817.0714285714287,1.9854880316706514,4.046168552052677,0.004142795228408067,8,1502
1,7,61.857142857142854,46,33.5,91.5,2369.809523809524,0.5698526326429942,-0.9077385240528857,NA,7,1502
3,9,43.44736842105263,38.5,21.25,58.5,782.3620199146515,0.8250761029116895,0.9118175619137141,0.21531537803131526,38,1502
3,8,33.94736842105263,36,5,52,909.0526315789474,0.6065720166482581,-0.7222528270123112,0.09871940227601715,19,1502
3,7,28.75,29,12.5,45.25,580.9166666666666,-0.038085539247856716,-3.1869489191249762,NA,4,1502
2,10-11,72.66666666666667,55,51,85.5,1424.3333333333333,1.6449065863136603,NA,NA,3,1502
1,8,73,79,59,95,877,-0.5713000589973102,0.8799051357351719,0.8079760243786741,17,1502
3,10-11,NA,65,49,81,NA,NA,NA,NA,2,1502
1,10-11,NA,71,71,71,NA,NA,NA,NA,1,1502
1,6,NA,26,26,26,NA,NA,NA,NA,1,1502
2,6,NA,103,103,103,NA,NA,NA,NA,1,1502
1,6,15.5,14.5,7.25,19.25,116.11538461538461,1.3652798195757294,2.119338261892414,0.11793864997793424,14,1503
1,8,36.854838709677416,26.5,14.25,47,1140.1589106292968,1.8073519692398738,3.3675366547906633,5.871696115037583e-9,62,1503
1,7,21.5,17.5,9.75,27.5,343.45714285714286,2.432780876478014,8.770812165125314,3.0940881671401207e-4,36,1503
1,1-5,9.68421052631579,6,4,8,144.45029239766083,2.3548139550270686,4.8283255641269625,1.074476422682777e-7,19,1503
1,9,42.01923076923077,35.5,15,56.25,1001.7055052790347,1.1663731262596224,1.2539574479691475,7.276640102357833e-4,52,1503
3,9,69.875,62.5,25.25,109,1699.1833333333334,0.24461730546002536,-1.0921132336426875,0.1809362538520793,16,1503
2,7,74.8,87,43,100,2565.2,-0.27376248562798605,-0.8675030428626312,NA,5,1503
2,6,16.8,10,2,25,358.7,1.1007934033729427,0.19908726250175945,NA,5,1503
2,9,98.28333333333333,97,76,119.25,1175.3590395480226,0.8168920789970667,3.1140867042760796,0.05900546671677323,60,1503
3,7,26.428571428571427,21,8,43,471.95238095238096,0.4569683897840088,-1.7246484713852381,NA,7,1503
2,8,108.06201550387597,113,100,126,713.6054990310078,-1.0865261758956228,1.300722985047852,1.2543826898578434e-9,129,1503
3,1-5,NA,29,29,29,NA,NA,NA,NA,1,1503
3,8,75.9090909090909,85,40,112,2204.1477272727275,-0.10061796627408162,-1.3909811317358554,0.0389934984906461,33,1503
2,10-11,NA,41,41,41,NA,NA,NA,NA,1,1503
1,10-11,NA,15,14,16,NA,NA,NA,NA,2,1503
3,10-11,52.666666666666664,27,18.5,74,3574.3333333333335,1.5758349508849026,NA,NA,3,1503
1,6,64.75471698113208,64,29,102,1411.4579100145138,0.04867677900839547,-1.4940514852128666,5.99524422329402e-4,53,1504
3,7,NA,76,76,76,NA,NA,NA,NA,1,1504
1,7,59.31428571428572,45,26,89.5,1749.6924369747899,0.6171161559593749,-0.9231988419945496,0.005264151932178253,35,1504
1,8,62.72727272727273,57,36,84,1056.112554112554,0.7073277491884189,0.14884549698271962,0.43223812652585786,22,1504
1,1-5,58.666666666666664,70,42,78,694.5,-0.7294223738419643,-0.5495113465985687,4.181386967417458e-4,45,1504
1,9,83.625,98.5,61.75,105.25,1534.8392857142858,-1.0021823172292417,0.5664167674079307,0.3267677788095231,8,1504
1,9,54.62162162162162,51,19.75,83,1567.4885089170803,0.6092539768395022,-0.40505389767269534,1.569033004322246e-5,148,1505
1,7,47.42307692307692,44,24.75,62,875.3080639167596,0.7139326765966488,0.24767723545963333,4.6499125460970466e-5,208,1505
1,8,50.21167883211679,46,24,69,1043.4055773909788,0.7261258849416922,0.14632978036857322,2.2499299743886783e-7,274,1505
1,6,42.96666666666667,34,21,60.25,832.7719887955182,0.7359492198740095,-0.5774106972128082,3.097084876218909e-9,120,1505
1,1-5,30.49425287356322,28,15,42,341.81101309810214,0.6459912947524293,0.01520536430775174,0.036277335576930816,87,1505
2,9,131.66666666666666,134.5,120.5,144.75,313.46666666666664,-0.4197054348277397,-1.5756198300007556,NA,6,1505
3,6,38.666666666666664,24,13,65,1250.2666666666667,0.8306370700387913,-1.6252959277684613,NA,6,1505
3,7,61.583333333333336,57,22,100.25,2114.810606060606,0.190794803071124,-1.5634996554171168,0.3334170171250361,12,1505
2,8,NA,24,24,24,NA,NA,NA,NA,1,1505
3,9,75.125,73.5,42,103.75,1609.267857142857,0.13810385721029497,-1.186290974254935,0.8503084066600749,8,1505
3,8,85.17391304347827,90,39.5,133.5,2374.0592885375495,-0.04002509473629586,-1.6216567848344225,0.01709579773228878,23,1505
1,10-11,NA,150,150,150,NA,NA,NA,NA,1,1505
1,8,63.19230769230769,50.5,33,88.75,1928.8326673326674,1.0517422291821792,0.6276375945956758,1.0740206698718492e-5,78,1506
1,7,56.87394957983193,42,22,85,1947.297535963538,0.9873255309083121,-0.1742154879733976,3.759688622860567e-14,119,1506
1,6,81.54347826086956,84.5,35.5,121,2413.6354515050166,0.023720042011504343,-1.3656429628738354,3.168586673696904e-5,92,1506
1,1-5,63.3469387755102,60.5,25.5,97,1724.8474647590995,0.36473600498679515,-1.081833133668752,3.595055873712497e-5,98,1506
1,9,66.26666666666667,55.5,33.75,79,2043.9264367816093,1.5320083702277405,2.1693419104914216,8.872936773242396e-4,30,1506
3,7,36.25,35,21.5,49.75,636.25,0.24589115214483276,-0.7728579093024961,NA,4,1506
2,8,NA,122.5,112.25,132.75,NA,NA,NA,NA,2,1506
2,7,NA,110,101,119,NA,NA,NA,NA,2,1506
2,6,NA,59,58,60,NA,NA,NA,NA,2,1506
3,6,64,62.5,35.5,91,1602,0.12969424730939624,-3.44887009216008,NA,4,1506
3,8,91.5,116.5,86,122,2907,-1.945952753615072,3.803980735680773,NA,4,1506
3,1-5,22.2,22,2,34,446.2,0.39990315780854857,-1.4682268374747192,NA,5,1506
3,9,NA,95,95,95,NA,NA,NA,NA,1,1506
1,8,58.075030750307505,51,25,84,1574.951260005211,0.7097405757214136,-0.17415640528646792,3.7e-24,813,1507
1,9,61.441478439425055,56,28,88,1511.4610743529292,0.5300730358604742,-0.4871497864597458,4.732229654096457e-12,487,1507
1,7,50.756062767475036,41,19,74,1461.5904096189117,0.8741330430464294,0.1383537183044425,3.7e-24,701,1507
1,6,45.27476635514019,35,17,66,1297.547957576394,1.0085236096245687,0.31803950615866133,3.7e-24,535,1507
3,8,50.28155339805825,42,25,69.5,1316.30230344565,1.1299229146038052,1.2969889674948276,5.233071329088347e-6,103,1507
1,1-5,40.26734693877551,32,12,58,1174.8588497975877,1.1370345748628286,0.9250415982134457,3.7e-24,490,1507
3,9,54.67142857142857,49.5,26.25,76,1338.716563146998,1.034500458693749,0.837153623278251,8.752354978665871e-4,70,1507
3,7,55.61702127659574,48,18.5,78.5,1936.458834412581,0.9472440074827688,-0.038825529299096974,2.4956287766571126e-4,47,1507
1,10-11,29.40625,21,14.25,37,533.4102822580645,1.6353946923418776,3.097116388597435,3.436134849759726e-4,32,1507
3,6,47.142857142857146,43,25,71,787.6285714285714,0.17783511834594626,-1.1235276499204205,0.40412063265391923,21,1507
2,8,47.73529411764706,45.5,37.25,54.75,411.7156862745098,1.362276606720213,3.374402880306909,0.005809195547873008,34,1507
2,1-5,NA,7,7,7,NA,NA,NA,NA,1,1507
2,9,77,84.5,60.25,104.25,1334,-0.8783331745984361,-0.05716999071678589,NA,6,1507
2,6,NA,12,12,12,NA,NA,NA,NA,1,1507
2,10-11,NA,110.5,109.25,111.75,NA,NA,NA,NA,2,1507
3,1-5,16.5,11,6.5,16.5,349.3888888888889,2.457154549557297,6.547469940717143,0.001303877316724524,10,1507
3,10-11,49.333333333333336,59,39,64.5,720.3333333333334,-1.4105210153403245,NA,NA,3,1507
2,7,41.42857142857143,39,28.5,55.5,343.6190476190476,0.2755341392547759,-1.3825264348503703,NA,7,1507
1,9,89.80790960451978,93,62,120,1495.2239548022599,-0.22395310443536992,-0.6919012547613802,3.7e-24,2301,1508
1,8,58.37954545454546,53,26,87,1449.762493536043,0.5060060800072054,-0.6195367721273773,3.7e-24,880,1508
1,7,37.626506024096386,28,12,57.75,989.5946280090179,1.1036065650248041,0.6098306687104003,3.7e-24,498,1508
1,10-11,72.61349693251533,66,38.5,104,1907.5101870786943,0.342717444072375,-0.8639330582205409,3.088279770624332e-4,163,1508
1,6,27.166153846153847,19,9,40,594.8056410256411,1.363766274059341,1.3891651018987887,3.7e-24,325,1508
1,1-5,19.88535031847134,14,8,24,338.2560019598236,1.9734729735309597,4.459813665690693,3.6552013113569157e-22,157,1508
3,9,63.75974025974026,59,40,87.75,1120.6673881673883,0.4246217380190767,-0.46036637946053893,0.007614645528240216,154,1508
3,6,19.058823529411764,11,5,29,407.43382352941177,1.5281324134401997,1.6812783788835624,0.0013051265358676248,17,1508
3,8,45.31578947368421,40,19,64,940.7783094098884,0.7449508240427943,-0.03346025214464975,4.876903186785678e-5,133,1508
3,10-11,69.80952380952381,76,48,101,1435.3619047619047,0.002057142666775018,-0.72000802390555,0.14107346984648098,21,1508
2,8,59.03508771929825,62,33,86,1121.0344611528822,0.13771618049684814,-1.0434605278767504,0.13436235712116398,57,1508
2,7,34.75757575757576,28,20,54,612.064393939394,0.6972613001165662,-0.5177613566568319,0.019852089164859036,33,1508
3,7,33.265625,23.5,12.5,41.75,965.3727678571429,2.0032554801350866,4.739268529148279,1.627843980345533e-8,64,1508
2,9,84.8125,90,63.25,107,943.5833333333334,-0.33554913410658654,-0.2677105596018007,0.4791517719645579,64,1508
2,6,16.181818181818183,17,11,21.5,67.36363636363636,-0.12191598794023067,-0.6656322109124154,0.6062682217677666,11,1508
3,1-5,19.666666666666668,12.5,8,18.5,363.8787878787879,2.0868743052344225,4.1558355056211695,5.106867987127107e-4,12,1508
2,10-11,NA,93.5,90.25,96.75,NA,NA,NA,NA,2,1508
2,1-5,NA,8,8,8,NA,NA,NA,NA,1,1508
1,9,61.569721115537845,53,30,91.5,1581.4141195219124,0.5872499115286205,-0.49843311208642216,5.349103990261672e-9,251,1509
1,8,51.96808510638298,42,18,77.5,1602.9847429393503,0.7965000123124931,-0.3297082213305368,7.579771173032439e-19,282,1509
1,7,38.40754716981132,29,13,53,1161.3560034305317,1.1888374538321977,0.5686629002624541,3.7e-24,265,1509
1,6,33.85443037974684,24.5,13,46.5,798.2652987180521,1.2412938081579399,0.8436245380458565,1.3886696312119824e-16,158,1509
3,9,46.11764705882353,41,26,52,1030.235294117647,1.0098607049801709,0.767674846845681,0.15301157606732596,17,1509
1,1-5,31.72222222222222,26.5,7.75,53.75,644.430817610063,0.5581290547424393,-0.7487396422030572,0.001984348753525368,54,1509
3,7,30.61111111111111,30,18.25,37.5,190.36928104575162,0.5041881433094462,-0.5022350739844981,0.4627479482172272,18,1509
3,10-11,NA,51.5,47.25,55.75,NA,NA,NA,NA,2,1509
3,1-5,50.666666666666664,21,18.5,68,3110.3333333333335,1.7164019628182208,NA,NA,3,1509
2,7,66,55,48,79.5,728,1.0252760980932636,0.22344674556213065,NA,7,1509
2,6,NA,55.5,33.25,77.75,NA,NA,NA,NA,2,1509
3,8,29.785714285714285,25,18.25,41,289.8736263736264,0.5541704991278108,-0.6927427383596813,0.5023880063172772,14,1509
2,9,63.166666666666664,67.5,35.25,86.25,1238.9666666666667,-0.1728611612492442,-1.5257708417183782,NA,6,1509
1,10-11,53.733333333333334,53,26.5,73,849.0666666666667,0.20259938015261644,-0.9712229604053875,0.6758301888205784,15,1509
2,8,54,62,30,70,736,-0.19231559498464848,-2.234404536862004,NA,5,1509
3,6,31,30,17.5,43.5,268,0.10211177438735958,-5.269325016707507,NA,4,1509
2,10-11,NA,23,23,23,NA,NA,NA,NA,1,1509
1,8,59.45161290322581,59,22.5,92.75,1689.5631940772078,0.31196260107013796,-1.0071059851126816,0.02002367830359361,62,1510
3,9,47.4,29,8.75,73.25,2684.9333333333334,1.3429902284814823,1.1859701623233716,0.05583262949996862,10,1510
3,8,28.941176470588236,12,5,19,2511.4338235294117,3.0946675439513753,10.366120130043068,8.577550456430486e-8,17,1510
3,7,73.42857142857143,70,19.5,124,4055.6190476190477,0.23680721643336855,-1.7490777409754443,NA,7,1510
1,9,54.525,60.5,19.75,67,1531.5378205128204,0.6312897175435366,0.07109091151036992,0.025775474470413458,40,1510
1,7,54.51724137931034,51,22.5,76.5,1232.043557168784,0.4248372990239662,-0.6618407405142085,0.047379621749644565,58,1510
1,10-11,48.6,60,33,65,432.3,-0.7828060074863017,-2.048081987426483,NA,5,1510
1,6,43.583333333333336,41,18.25,68.25,890.3333333333334,0.4320250852971935,-0.640169366540972,0.03464033754383724,48,1510
1,1-5,27.432835820895523,19,10.5,36.5,650.2795115332428,1.7834034564801824,3.23179159580242,7.699695179414694e-10,67,1510
3,1-5,NA,19,18,20,NA,NA,NA,NA,2,1510
3,6,63.333333333333336,68,51,78,745.3333333333334,-0.7467330277192394,NA,NA,3,1510
2,9,NA,104,104,104,NA,NA,NA,NA,1,1510
2,9,30,33,26.5,36.5,98.66666666666667,-1.3713350749778443,1.5,NA,4,1512
1,8,NA,64,41.5,86.5,NA,NA,NA,NA,2,1512
1,6,NA,61,61,61,NA,NA,NA,NA,1,1512
1,9,NA,147,147,147,NA,NA,NA,NA,1,1512
1,7,NA,12,11.5,12.5,NA,NA,NA,NA,2,1512
2,9,34.666666666666664,37,16,40.75,716.6666666666666,0.6831922861672998,0.7280836776636032,NA,6,1513
2,8,NA,21,11,31,NA,NA,NA,NA,2,1513
1,10-11,59.333333333333336,55,44.5,72,770.3333333333334,0.6854529734493228,NA,NA,3,1513
2,10-11,NA,48,48,48,NA,NA,NA,NA,1,1513
3,8,NA,20.5,16.75,24.25,NA,NA,NA,NA,2,1513
3,9,35,33,29.5,39.5,103,0.852357657130471,NA,NA,3,1513
3,10-11,NA,10,10,10,NA,NA,NA,NA,1,1513
1,9,92.4,88,81,103,213.3,0.5574597471983275,-1.9428207070856967,NA,5,1513
1,8,85,86.5,53.25,112.5,1196.3076923076924,-0.17447047930946458,-1.4678800207543832,0.2022339607447945,14,1513
1,7,55.94736842105263,54,44.5,65,459.719298245614,0.6825024963642826,0.7978853968410878,0.3826456467314121,19,1513
1,6,54.611111111111114,52,40.25,66.25,506.72222222222223,0.492835616350931,-0.2267966004914534,0.4708858949606171,18,1513
1,1-5,64.71084337349397,72,44,80.5,530.3787834263885,-0.37880829577546293,-0.9825319696523798,1.014208706485136e-4,83,1513
1,9,40.05555555555556,21,9,58.75,1688.111111111111,1.6319436718190945,2.8698150289075013,5.0805576324252475e-6,36,1514
1,8,36.42253521126761,23,9.5,46,1278.2189134808852,1.3596126068702954,0.9758289844174168,8.407672430939236e-11,71,1514
1,10-11,NA,14.5,9.75,19.25,NA,NA,NA,NA,2,1514
1,6,79.5,91,65.25,109.25,1845.4285714285713,-1.026278142862255,-0.0674574347161173,0.16670136200936306,8,1514
1,7,70.19148936170212,77,36,106,2006.027752081406,-0.15772521134888282,-1.297476623380651,0.00932088756698484,47,1514
2,7,NA,174,174,174,NA,NA,NA,NA,1,1514
3,8,95,65,46.5,128.5,7399,1.3785444193805305,NA,NA,3,1514
3,7,NA,95,51.5,138.5,NA,NA,NA,NA,2,1514
3,9,NA,150,150,150,NA,NA,NA,NA,1,1514
2,6,NA,1,1,1,NA,NA,NA,NA,1,1514
3,6,NA,66.5,64.75,68.25,NA,NA,NA,NA,2,1515
3,7,NA,74,70,78,NA,NA,NA,NA,2,1515
3,1-5,NA,33,33,33,NA,NA,NA,NA,1,1515
1,7,NA,115,115,115,NA,NA,NA,NA,1,1515
3,8,97,94,91,111,253.5,-0.3338580314975303,-1.0447113196316653,NA,5,1515
2,8,116.88888888888889,107,95.75,118.5,1090.2222222222222,1.1016751597655046,-0.08043735549351214,5.764940787214949e-4,18,1515
1,8,134.16666666666666,130,125.75,144.75,154.16666666666666,0.6167960426122604,-1.8368060774287773,NA,6,1515
2,7,138.27272727272728,146,106,172.5,1432.0181818181818,-0.04510779836894613,-1.7557444999076965,0.29441894334911545,11,1515
2,9,121.25,126,118.25,129,258.9166666666667,-1.5562746745816232,2.8710190523614934,NA,4,1515
3,9,NA,94.5,89.75,99.25,NA,NA,NA,NA,2,1515
1,9,NA,137,137,137,NA,NA,NA,NA,1,1515
3,9,139.14285714285714,134,94.5,181,2568.809523809524,0.1878470221502763,-2.010682402797788,NA,7,1516
3,8,108.75,98,73.5,118,2433.0714285714284,1.3070047132075373,1.0923848177900046,0.11921093102424048,8,1516
2,8,110.85185185185185,104,88.5,139.5,1791.900284900285,0.16917665141064828,-0.7564997479244976,0.4810553787866271,27,1516
1,9,88.55172413793103,85,40.5,128.5,2810.9943865276664,0.32039098554017464,-0.7370321961011093,0.06407764928708855,87,1516
1,8,95.3030303030303,103,37,139,3064.1271249076126,0.012122228981204339,-1.1980493343365894,8.888191317813946e-7,165,1516
2,9,144,141,117,149,1089,1.2445390544564099,1.5255965616596718,NA,5,1516
1,7,94.41176470588235,104,58.5,126.5,2303.7357926221334,-0.25725143336697837,-0.7965086560343582,1.9510427758663313e-4,119,1516
1,6,73.9047619047619,74,16,129,3055.0904761904762,-0.0018295168216652894,-1.8682662538393902,0.0018151789171047296,21,1516
1,1-5,25.6,16.5,11.25,27.5,866.4888888888889,2.6009477315511833,7.338639658619171,6.772863060210103e-4,10,1516
2,6,60,39,23.5,96.25,2535.5384615384614,0.772817195776914,-0.852782464398628,0.04472388018475266,14,1516
2,1-5,44.869565217391305,29,14,55.5,2115.5731225296445,1.615536524270551,2.0188293585680803,1.1133306724159647e-4,23,1516
3,6,NA,43,29.5,56.5,NA,NA,NA,NA,2,1516
3,1-5,NA,35,35,35,NA,NA,NA,NA,1,1516
3,7,NA,73,73,73,NA,NA,NA,NA,1,1516
2,7,92.125,59,29.75,156.25,5646.410714285715,0.6709378962684266,-1.6047028002881925,0.07564039026048737,8,1516
1,8,21.842105263157894,21,6,29,347.8070175438597,0.8719057840436979,0.03827216353163747,0.07627098494418785,19,1517
2,9,79.66666666666667,90,66.5,98,1072.3333333333333,-1.2786023862657654,NA,NA,3,1517
2,8,66,66.5,50.75,81.75,430,-0.06280371637568158,-4.5633856138453215,NA,4,1517
2,7,50.75,59.5,47.25,63,490.25,-1.8370711406124405,3.448126794782815,NA,4,1517
1,1-5,NA,4,4,4,NA,NA,NA,NA,1,1517
1,7,11.2,7,6,7,151.2,2.133544322842233,4.670230746619639,NA,5,1517
1,6,NA,5,5,5,NA,NA,NA,NA,1,1517
2,6,NA,78,78,78,NA,NA,NA,NA,1,1517
3,6,NA,49.5,36.75,62.25,NA,NA,NA,NA,2,1517
3,7,NA,47.5,43.75,51.25,NA,NA,NA,NA,2,1517
3,8,60.333333333333336,59,55,65,101.33333333333333,0.5855827262813857,NA,NA,3,1517
3,1-5,NA,35,35,35,NA,NA,NA,NA,1,1517
1,9,32.333333333333336,26,7.5,51.25,856.060606060606,0.9030690069874169,0.1983255993108308,0.2680632340188358,12,1517
3,9,NA,35,35,35,NA,NA,NA,NA,1,1517
3,8,14.9,12,7.5,14.5,169.65555555555557,2.5828858038943765,7.314572440876279,8.61776805570351e-4,10,1518
1,8,28.533333333333335,16,10,24,1242.2666666666667,2.245570857796612,4.522233745694966,8.206969861621389e-6,15,1518
1,9,10.363636363636363,11,9,12.5,8.454545454545455,-0.7396085370202088,-0.36272401433691853,0.37040728613741303,11,1518
3,9,12.833333333333334,13,10.75,15.25,15.766666666666667,-0.2470511596578464,-0.5182609317522521,NA,6,1518
2,9,83.56164383561644,86,70,103,746.4491642578861,-0.6464934612867415,0.27868360863995034,6.69692414004665e-5,219,1518
2,8,63.455882352941174,65.5,32,90.5,1017.5684095860566,0.05442505473271312,-1.177579471168076,3.0582221091599746e-5,136,1518
2,7,34.76470588235294,28,16.5,50.5,591.8823529411765,0.6814050836275192,-0.40518867381900275,0.063095382035336,34,1518
2,10-11,NA,69,60,78,NA,NA,NA,NA,2,1518
2,6,NA,63,63,63,NA,NA,NA,NA,1,1518
2,9,94.23142250530786,91,52,134,2392.953825604509,0.1095844093422162,-1.00367374659777,8.441343672174185e-17,942,1519
2,8,83.1794333683106,75,53,113,1702.7062152248097,0.4494018051990337,-0.5759751255116777,2.0049559696763008e-22,953,1519
3,9,57.63333333333333,46.5,27,84,1580.3003189792664,0.8764692271298672,0.14828035291083716,3.858557292339199e-12,210,1519
3,8,53.05084745762712,47,27,75,1110.5144453004623,0.7571783551953922,0.24340403902282598,4.167087130923867e-5,177,1519
2,7,62.38650306748466,58,36,81.5,1159.3867302885708,0.7011850318867238,0.0934216214765014,2.6789428293709004e-5,163,1519
1,7,9.1,8,5.5,13,27.778947368421054,0.7715363680727907,0.20720238506648833,0.1757016360644304,20,1519
1,1-5,NA,4,4,4,NA,NA,NA,NA,1,1519
1,6,NA,15.5,11.25,19.75,NA,NA,NA,NA,2,1519
1,8,18.71264367816092,12,4,27.5,335.88158246458164,1.5844837138770762,2.5846049169833303,8.885985502026668e-11,87,1519
1,9,26.130434782608695,24,15,28.75,419.3697238971755,2.509294247499338,8.33324916906755,3.7e-24,138,1519
2,6,53,40,25,62,1738.5,1.4045904881792701,1.8063249610468688,NA,5,1519
3,10-11,43.473684210526315,23,11,59,2019.0409356725147,1.5865801800399753,2.125146799426904,0.0010774424152264006,19,1519
3,7,35.43478260869565,26,10,42,1281.2569169960475,1.7075628801217517,2.771449462587241,3.7677910262993823e-4,23,1519
1,10-11,32.23529411764706,23,15,40,759.1911764705883,1.1623946795648146,0.5632017661249784,0.032645508106417476,17,1519
2,10-11,46.77272727272727,31.5,15.5,71.5,1424.2792207792209,0.9710031866762314,0.03316743803482973,0.009588460038198295,22,1519
3,6,NA,54,29.5,78.5,NA,NA,NA,NA,2,1519
3,9,47.39269406392694,42,29,60,681.8359096812031,1.0015674270413015,0.9635351042018503,3.278685830842566e-9,219,1520
2,9,94.77611940298507,89,59,123,2302.3246268656717,0.520056792937834,-0.3676077716671564,8.889415740781315e-5,201,1520
3,8,56.20224719101124,57,39,69,683.9131767109295,0.3073939707664255,-0.3285212550463456,0.3159756194960192,89,1520
1,9,27.366666666666667,22.5,12.5,41.75,369.44183445190157,0.7168798797683112,-0.20444811326110834,1.023712578707763e-6,150,1520
2,8,108.71938775510205,107.5,84,137.25,1856.7670068027212,-0.16106927116433079,-0.5046330197313823,0.035164890688625924,196,1520
3,10-11,33.666666666666664,25,8,39,1039.25,1.2355159392628299,0.6017030296224911,0.07536042109272043,9,1520
1,10-11,16.818181818181817,12,8.5,17,263.8552188552189,2.394089001971753,6.094726270318737,8.448745136486015e-14,55,1520
1,8,39.13513513513514,41,20,58,536.6201201201201,-0.038970109774345785,-1.15360188964067,0.10386240135512147,37,1520
